Icon,Name,Latitude,Longitude,Ell.Height (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Start Time,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20250903050955 2025-09-03 5:30:09.245909700 AM,32.42479947,55.31894131,1141.513,USER,Fixed,Corrected,None,392, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.136, , , , 
 ,20250903050955 2025-09-03 5:30:12.467552700 AM, , , ,USER,None,Ready for correction,None,393, ,BYCODE(0), , , , , ,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.136, , , , 
 ,20250903050955 2025-09-03 5:30:14.456517200 AM,32.42445465,55.31877833,1141.504,USER,Fixed,Corrected,None,394, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:16.445382100 AM,32.42428649,55.31870668,1141.656,USER,Fixed,Corrected,None,395, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:18.474046000 AM,32.424115,55.31863505,1141.791,USER,Fixed,Corrected,None,396, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:20.467410800 AM,32.42394632,55.3185639,1141.913,USER,Fixed,Corrected,None,397, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:22.462875600 AM,32.42377727,55.31849271,1142.076,USER,Fixed,Corrected,None,398, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:24.489839600 AM,32.42360548,55.31842042,1142.197,USER,Fixed,Corrected,None,399, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:26.478804300 AM,32.42343714,55.31834945,1142.312,USER,Fixed,Corrected,None,400, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:28.471569300 AM,32.42326836,55.31827865,1142.379,USER,Fixed,Corrected,None,401, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:30.470733900 AM,32.42310078,55.31820794,1142.614,USER,Fixed,Corrected,None,402, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.815,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:33.175086000 AM,32.42300147,55.31813622,1142.999,USER,Fixed,Corrected,None,403, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.814,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:36.469527700 AM,32.42310825,55.31796056,1142.786,USER,Fixed,Corrected,None,404, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.814,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:38.860885400 AM,32.42321786,55.31784852,1143.143,USER,Fixed,Corrected,None,405, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.814,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:41.584137200 AM,32.42339068,55.3179056,1142.886,USER,Fixed,Corrected,None,406, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.814,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:43.608601300 AM,32.42356759,55.3179783,1142.503,USER,Fixed,Corrected,None,407, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.814,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:45.616265800 AM,32.42373954,55.31805001,1142.539,USER,Fixed,Corrected,None,408, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.814,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:47.609330400 AM,32.42390771,55.31812101,1142.537,USER,Fixed,Corrected,None,409, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.814,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:49.635794600 AM,32.42407808,55.31819253,1142.406,USER,Fixed,Corrected,None,410, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.399,0.814,1.137, , , , 
 ,20250903050955 2025-09-03 5:30:51.628659200 AM,32.42424707,55.31826345,1142.318,USER,Fixed,Corrected,None,411, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.449,0.83,1.187, , , , 
 ,20250903050955 2025-09-03 5:30:53.621824000 AM,32.4244152,55.31833446,1142.3,USER,Fixed,Corrected,None,412, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.449,0.83,1.187, , , , 
 ,20250903050955 2025-09-03 5:30:55.610788800 AM,32.424583,55.31840474,1142.121,USER,Fixed,Corrected,None,413, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.449,0.83,1.187, , , , 
 ,20250903050955 2025-09-03 5:30:57.599653500 AM,32.42475201,55.31847565,1142.17,USER,Fixed,Corrected,None,414, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30, , , , ,1.449,0.83,1.187, , , , 
 ,20250903050955 2025-09-03 5:30:59.622317800 AM,32.42492286,55.31854813,1142.193,USER,Fixed,Corrected,None,415, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:30:60 AM, , , , ,1.449,0.83,1.187, , , , 
 ,20250903050955 2025-09-03 5:31:02.013675700 AM,32.42506243,55.31857448,1142.374,USER,Fixed,Corrected,None,416, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:31, , , , ,1.449,0.83,1.187, , , , 
 ,20250903050955 2025-09-03 5:31:04.803726400 AM,32.42518598,55.31841768,1142.367,USER,Fixed,Corrected,None,417, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:31, , , , ,1.449,0.83,1.187, , , , 
 ,20250903050955 2025-09-03 5:31:07.725075000 AM,32.42525343,55.31828127,1142.535,USER,Fixed,Corrected,None,418, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:31, , , , ,1.449,0.83,1.187, , , , 
 ,20250903050955 2025-09-03 5:31:10.950918200 AM,32.42508321,55.31819446,1142.42,USER,Fixed,Corrected,None,419, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:31, , , , ,1.449,0.83,1.188, , , , 
 ,20250903065453 2025-09-03 7:06:47.247523100 AM,32.44124513,55.30128717,1170.27,USER,Fixed,Corrected,None,194, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 7:06, , , , ,1.643,0.71,1.482, , , , 
 ,20250903062512 2025-09-03 6:39:50.376812700 AM,32.43680073,55.3036203,1163.689,USER,Fixed,Corrected,None,283, ,BYCODE(0), ,0.012,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 6:39, , , , ,1.584,0.688,1.427, , , , 
 ,20250903054403 2025-09-03 5:46:47.057392800 AM,32.42589267,55.3161135,1038.272,USER,Fixed,Corrected,None,1, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:46, , , , ,2.014,1.104,1.684, , , , 
 ,20250903054403 2025-09-03 5:47:51.518369200 AM,32.42471048,55.31805541,1142.951,USER,Fixed,Corrected,None,2, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:47, , , , ,2.003,1.096,1.676, , , , 
 ,20250903054403 2025-09-03 5:48:05.094030400 AM,32.42457953,55.31800183,1143.088,USER,Fixed,Corrected,None,3, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,2,1.094,1.674, , , , 
 ,20250903054403 2025-09-03 5:48:08.186076200 AM,32.42444263,55.31794374,1143.303,USER,Fixed,Corrected,None,4, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,2,1.094,1.674, , , , 
 ,20250903054403 2025-09-03 5:48:10.204340900 AM,32.42426723,55.31787115,1143.361,USER,Fixed,Corrected,None,5, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.999,1.094,1.674, , , , 
 ,20250903054403 2025-09-03 5:48:12.193405900 AM,32.42409708,55.31780007,1143.504,USER,Fixed,Corrected,None,6, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.999,1.094,1.673, , , , 
 ,20250903054403 2025-09-03 5:48:14.182570900 AM,32.42392911,55.31772986,1143.469,USER,Fixed,Corrected,None,7, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.999,1.093,1.673, , , , 
 ,20250903054403 2025-09-03 5:48:16.208935300 AM,32.42375722,55.31765807,1143.42,USER,Fixed,Corrected,None,8, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.998,1.093,1.673, , , , 
 ,20250903054403 2025-09-03 5:48:18.204000000 AM,32.42358784,55.31758731,1143.59,USER,Fixed,Corrected,None,9, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.998,1.093,1.673, , , , 
 ,20250903054403 2025-09-03 5:48:21.364844300 AM,32.42345526,55.31750052,1143.912,USER,Fixed,Corrected,None,10, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.998,1.092,1.672, , , , 
 ,20250903054403 2025-09-03 5:48:24.678385700 AM,32.42356748,55.31732128,1144.073,USER,Fixed,Corrected,None,11, ,BYCODE(0), ,0.015,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.997,1.092,1.672, , , , 
 ,20250903054403 2025-09-03 5:48:27.074143400 AM,32.42367561,55.31721413,1144.212,USER,Fixed,Corrected,None,12, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.997,1.092,1.672, , , , 
 ,20250903054403 2025-09-03 5:48:29.770095600 AM,32.4238488,55.31727473,1143.839,USER,Fixed,Corrected,None,13, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.996,1.091,1.671, , , , 
 ,20250903054403 2025-09-03 5:48:31.794359700 AM,32.42402528,55.31734771,1143.426,USER,Fixed,Corrected,None,14, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.996,1.091,1.671, , , , 
 ,20250903054403 2025-09-03 5:48:33.800123700 AM,32.42419633,55.31741948,1143.227,USER,Fixed,Corrected,None,15, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.996,1.091,1.671, , , , 
 ,20250903054403 2025-09-03 5:48:35.803288500 AM,32.42436538,55.3174902,1143.123,USER,Fixed,Corrected,None,16, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.995,1.091,1.671, , , , 
 ,20250903054403 2025-09-03 5:48:37.794352500 AM,32.42453373,55.31756145,1143.245,USER,Fixed,Corrected,None,17, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.653,0.992,1.322, , , , 
 ,20250903054403 2025-09-03 5:48:39.779117300 AM,32.42470117,55.31763153,1143.411,USER,Fixed,Corrected,None,18, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.653,0.992,1.322, , , , 
 ,20250903054403 2025-09-03 5:48:41.805281200 AM,32.42487245,55.31770299,1143.27,USER,Fixed,Corrected,None,19, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.653,0.992,1.322, , , , 
 ,20250903054403 2025-09-03 5:48:43.794245500 AM,32.42504149,55.31777353,1143.145,USER,Fixed,Corrected,None,20, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.653,0.992,1.322, , , , 
 ,20250903054403 2025-09-03 5:48:45.785110500 AM,32.42521013,55.31784504,1143.122,USER,Fixed,Corrected,None,21, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.653,0.992,1.322, , , , 
 ,20250903054403 2025-09-03 5:48:47.805473800 AM,32.42538012,55.31791694,1142.912,USER,Fixed,Corrected,None,22, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.653,0.992,1.322, , , , 
 ,20250903054403 2025-09-03 5:48:50.105433000 AM,32.4255105,55.31794042,1142.718,USER,Fixed,Corrected,None,23, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.653,0.992,1.323, , , , 
 ,20250903054403 2025-09-03 5:48:52.899483000 AM,32.42563488,55.31778227,1142.785,USER,Fixed,Corrected,None,24, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.653,0.992,1.323, , , , 
 ,20250903054403 2025-09-03 5:48:55.777031700 AM,32.4257023,55.31764775,1143.135,USER,Fixed,Corrected,None,25, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.654,0.992,1.323, , , , 
 ,20250903054403 2025-09-03 5:48:58.996374100 AM,32.42553367,55.31756032,1143.419,USER,Fixed,Corrected,None,26, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:48, , , , ,1.654,0.992,1.323, , , , 
 ,20250903054403 2025-09-03 5:49:01.026838300 AM,32.42535683,55.3174836,1143.383,USER,Fixed,Corrected,None,27, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.654,0.992,1.323, , , , 
 ,20250903054403 2025-09-03 5:49:03.022002200 AM,32.42518691,55.31741177,1143.555,USER,Fixed,Corrected,None,28, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.654,0.992,1.324, , , , 
 ,20250903054403 2025-09-03 5:49:05.008966700 AM,32.42501905,55.31734138,1143.729,USER,Fixed,Corrected,None,29, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.654,0.992,1.324, , , , 
 ,20250903054403 2025-09-03 5:49:07.027230500 AM,32.42484861,55.31726979,1143.841,USER,Fixed,Corrected,None,30, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.654,0.992,1.324, , , , 
 ,20250903054403 2025-09-03 5:49:09.032794700 AM,32.4246791,55.31719833,1143.957,USER,Fixed,Corrected,None,31, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.654,0.992,1.324, , , , 
 ,20250903054403 2025-09-03 5:49:11.025959000 AM,32.42451024,55.31712766,1144.079,USER,Fixed,Corrected,None,32, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.654,0.992,1.324, , , , 
 ,20250903054403 2025-09-03 5:49:13.029623300 AM,32.42434021,55.31705652,1144.215,USER,Fixed,Corrected,None,33, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.655,0.992,1.325, , , , 
 ,20250903054403 2025-09-03 5:49:15.018387100 AM,32.42417073,55.31698537,1144.441,USER,Fixed,Corrected,None,34, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.655,0.991,1.325, , , , 
 ,20250903054403 2025-09-03 5:49:17.073750300 AM,32.424002,55.31691367,1144.79,USER,Fixed,Corrected,None,35, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.655,0.991,1.325, , , , 
 ,20250903054403 2025-09-03 5:49:19.534206200 AM,32.42392198,55.31684971,1144.98,USER,Fixed,Corrected,None,36, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.655,0.991,1.325, , , , 
 ,20250903054403 2025-09-03 5:49:22.828647100 AM,32.42403204,55.31667173,1145.081,USER,Fixed,Corrected,None,37, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.655,0.991,1.325, , , , 
 ,20250903054403 2025-09-03 5:49:25.266503300 AM,32.42414309,55.3165626,1145.103,USER,Fixed,Corrected,None,38, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.655,0.991,1.326, , , , 
 ,20250903054403 2025-09-03 5:49:27.921155700 AM,32.4243152,55.31662452,1144.462,USER,Fixed,Corrected,None,39, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.655,0.991,1.326, , , , 
 ,20250903065453 2025-09-03 7:02:06.299809900 AM,32.43871364,55.3026063,1166.783,USER,Fixed,Corrected,None,64, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 7:02, , , , ,1.531,0.676,1.374, , , , 
 ,20250903054403 2025-09-03 5:49:31.948783400 AM,32.4246639,55.31676843,1144.289,USER,Fixed,Corrected,None,41, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.656,0.991,1.326, , , , 
 ,20250903054403 2025-09-03 5:49:33.941647800 AM,32.42483135,55.31683882,1144.069,USER,Fixed,Corrected,None,42, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.656,0.991,1.326, , , , 
 ,20250903054403 2025-09-03 5:49:35.944811800 AM,32.4250004,55.31691063,1144.021,USER,Fixed,Corrected,None,43, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.656,0.991,1.326, , , , 
 ,20250903054403 2025-09-03 5:49:37.967075300 AM,32.42517125,55.31698279,1144.084,USER,Fixed,Corrected,None,44, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.656,0.991,1.327, , , , 
 ,20250903054403 2025-09-03 5:49:39.957939600 AM,32.42533978,55.31705341,1144.19,USER,Fixed,Corrected,None,45, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.656,0.991,1.327, , , , 
 ,20250903054403 2025-09-03 5:49:41.946903900 AM,32.42550827,55.31712436,1144.105,USER,Fixed,Corrected,None,46, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.656,0.991,1.327, , , , 
 ,20250903054403 2025-09-03 5:49:43.971167600 AM,32.42567954,55.31719642,1144.013,USER,Fixed,Corrected,None,47, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.656,0.991,1.327, , , , 
 ,20250903054403 2025-09-03 5:49:45.959931900 AM,32.42584652,55.31726649,1143.835,USER,Fixed,Corrected,None,48, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.656,0.991,1.327, , , , 
 ,20250903054403 2025-09-03 5:49:48.155392400 AM,32.42596927,55.31728396,1143.727,USER,Fixed,Corrected,None,49, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.656,0.991,1.328, , , , 
 ,20250903054403 2025-09-03 5:49:50.951642000 AM,32.42609477,55.31712408,1143.808,USER,Fixed,Corrected,None,50, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.657,0.991,1.328, , , , 
 ,20250903054403 2025-09-03 5:49:53.808390900 AM,32.42615982,55.31699249,1144.191,USER,Fixed,Corrected,None,51, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.657,0.991,1.328, , , , 
 ,20250903054403 2025-09-03 5:49:57.065432300 AM,32.42599004,55.31690442,1144.435,USER,Fixed,Corrected,None,52, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.657,0.99,1.328, , , , 
 ,20250903054403 2025-09-03 5:49:59.089696200 AM,32.42581403,55.31682921,1144.235,USER,Fixed,Corrected,None,53, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:49, , , , ,1.657,0.99,1.328, , , , 
 ,20250903054403 2025-09-03 5:50:01.084760700 AM,32.42564366,55.31675734,1144.192,USER,Fixed,Corrected,None,54, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.657,0.99,1.329, , , , 
 ,20250903054403 2025-09-03 5:50:03.071724900 AM,32.42547601,55.31668743,1144.018,USER,Fixed,Corrected,None,55, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.657,0.99,1.329, , , , 
 ,20250903054403 2025-09-03 5:50:05.047989100 AM,32.42530819,55.31661773,1144.054,USER,Fixed,Corrected,None,56, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.657,0.99,1.329, , , , 
 ,20250903054403 2025-09-03 5:50:07.076352600 AM,32.42513597,55.31654495,1144.149,USER,Fixed,Corrected,None,57, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.657,0.99,1.329, , , , 
 ,20250903054403 2025-09-03 5:50:09.065017000 AM,32.42496804,55.31647375,1144.276,USER,Fixed,Corrected,None,58, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.658,0.99,1.329, , , , 
 ,20250903054403 2025-09-03 5:50:11.089581000 AM,32.42479719,55.31640175,1144.361,USER,Fixed,Corrected,None,59, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.658,0.99,1.329, , , , 
 ,20250903054403 2025-09-03 5:50:13.078244700 AM,32.42462762,55.31633088,1144.518,USER,Fixed,Corrected,None,60, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.658,0.99,1.33, , , , 
 ,20250903054403 2025-09-03 5:50:15.115508600 AM,32.42446192,55.31626134,1144.823,USER,Fixed,Corrected,None,61, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.658,0.99,1.33, , , , 
 ,20250903054403 2025-09-03 5:50:17.471466300 AM,32.42438768,55.31620002,1145.135,USER,Fixed,Corrected,None,62, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.658,0.99,1.33, , , , 
 ,20250903054403 2025-09-03 5:50:20.761706800 AM,32.42449637,55.3160251,1145.338,USER,Fixed,Corrected,None,63, ,BYCODE(0), ,0.014,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,9/3/2025 5:50, , , , ,1.658,0.99,1.33, , , , 
