run_id,T,L,C,p,h,w,s,demand_t1,demand_t2,demand_t3,demand_t4,demand_t5,demand_t6,demand_t7,demand_t8,demand_t9,demand_t10,demand_t11,demand_t12,demand_t13,demand_t14,scenario_type,scenario_param
944,14,3,30,20,2.0,5,200,26,15,45,44,72,30,154,43,248,302,10,13,133,11,volatility,sigma_0.20
945,14,3,30,20,2.0,5,200,32,18,39,43,54,38,176,33,253,505,10,14,132,11,volatility,sigma_0.20
946,14,3,30,20,2.0,5,200,20,15,43,78,56,35,85,41,239,315,6,16,114,5,volatility,sigma_0.20
947,14,3,30,20,2.0,5,200,29,12,61,57,56,20,134,35,171,274,9,19,205,10,volatility,sigma_0.20
948,14,3,30,20,2.0,5,200,32,16,44,59,42,31,184,42,199,346,9,20,135,9,volatility,sigma_0.20
949,14,3,30,20,2.0,5,200,38,15,41,42,42,28,125,35,191,304,10,16,138,10,volatility,sigma_0.20
950,14,3,30,20,2.0,5,200,37,15,34,64,60,35,166,40,270,364,11,24,117,6,volatility,sigma_0.20
951,14,3,30,20,2.0,5,200,30,15,35,69,28,26,135,23,272,218,8,23,169,7,volatility,sigma_0.20
952,14,3,30,20,2.0,5,200,34,15,58,64,43,24,127,29,267,301,11,26,79,12,volatility,sigma_0.20
953,14,3,30,20,2.0,5,200,30,16,33,50,49,44,180,43,201,263,8,18,88,8,volatility,sigma_0.20
954,14,3,30,20,2.0,5,200,26,14,41,64,44,26,91,30,169,327,11,23,172,9,volatility,sigma_0.20
955,14,3,30,20,2.0,5,200,26,12,27,71,43,22,125,28,211,364,9,10,144,9,volatility,sigma_0.20
956,14,3,30,20,2.0,5,200,28,13,41,60,44,32,137,31,267,333,11,24,165,11,volatility,sigma_0.20
957,14,3,30,20,2.0,5,200,20,15,38,80,53,26,161,36,229,238,10,19,158,8,volatility,sigma_0.20
958,14,3,30,20,2.0,5,200,26,18,31,48,44,25,123,35,146,239,14,21,127,10,volatility,sigma_0.20
959,14,3,30,20,2.0,5,200,33,17,38,71,26,23,154,37,171,315,8,18,180,11,volatility,sigma_0.20
960,14,3,30,20,2.0,5,200,24,11,36,59,39,36,160,37,156,370,4,23,178,9,volatility,sigma_0.20
961,14,3,30,20,2.0,5,200,37,14,40,64,73,38,171,28,216,251,11,20,116,10,volatility,sigma_0.20
962,14,3,30,20,2.0,5,200,24,15,33,60,51,29,138,36,239,233,10,25,167,10,volatility,sigma_0.20
963,14,3,30,20,2.0,5,200,33,16,46,35,31,36,104,37,195,240,10,20,213,8,volatility,sigma_0.20
964,14,3,30,20,2.0,5,200,38,16,34,69,50,30,157,30,175,345,9,19,158,10,volatility,sigma_0.20
965,14,3,30,20,2.0,5,200,21,18,40,57,48,31,173,38,240,381,11,19,116,13,volatility,sigma_0.20
966,14,3,30,20,2.0,5,200,28,13,26,64,46,20,163,31,322,265,9,16,188,9,volatility,sigma_0.20
967,14,3,30,20,2.0,5,200,25,17,28,67,61,33,169,41,281,372,10,23,123,11,volatility,sigma_0.20
968,14,3,30,20,2.0,5,200,23,13,15,64,39,36,161,42,164,362,14,23,173,10,volatility,sigma_0.20
969,14,3,30,20,2.0,5,200,26,17,27,54,29,25,169,38,212,310,6,18,129,8,volatility,sigma_0.20
970,14,3,30,20,2.0,5,200,33,12,35,34,42,23,152,28,214,291,13,21,94,7,volatility,sigma_0.20
971,14,3,30,20,2.0,5,200,30,12,16,76,51,33,131,37,180,312,8,26,102,12,volatility,sigma_0.20
972,14,3,30,20,2.0,5,200,30,13,41,68,57,31,123,35,286,380,11,23,170,12,volatility,sigma_0.20
973,14,3,30,20,2.0,5,200,27,10,40,50,35,25,224,35,225,226,6,16,193,10,volatility,sigma_0.20
974,14,3,30,20,2.0,5,200,33,17,35,76,39,38,163,22,178,192,12,19,83,10,volatility,sigma_0.20
975,14,3,30,20,2.0,5,200,26,10,53,61,42,27,104,25,263,271,10,11,110,11,volatility,sigma_0.20
976,14,3,30,20,2.0,5,200,32,20,50,57,49,28,211,43,217,312,12,22,196,5,volatility,sigma_0.20
977,14,3,30,20,2.0,5,200,32,13,54,78,45,39,203,35,313,298,9,23,139,10,volatility,sigma_0.20
978,14,3,30,20,2.0,5,200,38,15,26,64,38,35,170,45,248,365,8,23,209,8,volatility,sigma_0.20
979,14,3,30,20,2.0,5,200,40,13,33,63,51,35,121,38,181,210,8,16,165,12,volatility,sigma_0.20
980,14,3,30,20,2.0,5,200,21,16,30,67,39,23,173,30,196,166,11,23,150,6,volatility,sigma_0.20
981,14,3,30,20,2.0,5,200,37,13,36,87,38,34,166,37,221,322,10,19,195,7,volatility,sigma_0.20
982,14,3,30,20,2.0,5,200,36,17,45,73,44,18,147,28,179,225,9,17,78,11,volatility,sigma_0.20
983,14,3,30,20,2.0,5,200,43,16,38,59,41,30,148,29,280,210,11,19,207,10,volatility,sigma_0.20
984,14,3,30,20,2.0,5,200,27,14,40,46,38,19,122,35,222,181,9,22,145,8,volatility,sigma_0.20
985,14,3,30,20,2.0,5,200,27,13,34,62,65,25,140,34,181,365,5,17,174,9,volatility,sigma_0.20
986,14,3,30,20,2.0,5,200,25,16,47,62,37,32,137,40,272,143,10,13,223,9,volatility,sigma_0.20
987,14,3,30,20,2.0,5,200,34,14,33,48,59,35,208,35,222,283,9,15,152,8,volatility,sigma_0.20
988,14,3,30,20,2.0,5,200,32,15,42,80,44,34,211,44,258,281,10,14,164,10,volatility,sigma_0.20
989,14,3,30,20,2.0,5,200,30,18,30,79,53,29,145,38,273,306,10,20,203,9,volatility,sigma_0.20
990,14,3,30,20,2.0,5,200,29,19,41,73,36,28,194,30,203,315,8,18,153,10,volatility,sigma_0.20
991,14,3,30,20,2.0,5,200,37,19,33,61,51,39,171,37,237,340,8,20,193,9,volatility,sigma_0.20
992,14,3,30,20,2.0,5,200,30,14,21,60,47,26,115,28,242,418,12,14,175,8,volatility,sigma_0.20
993,14,3,30,20,2.0,5,200,26,13,45,71,44,29,163,38,259,222,10,15,148,9,volatility,sigma_0.20
994,14,3,30,20,2.0,5,200,29,12,28,34,43,27,129,44,173,385,13,12,152,9,volatility,sigma_0.20
995,14,3,30,20,2.0,5,200,12,10,46,84,53,31,149,46,300,264,6,11,189,9,volatility,sigma_0.20
996,14,3,30,20,2.0,5,200,31,9,33,56,46,27,118,29,260,314,11,16,61,8,volatility,sigma_0.20
997,14,3,30,20,2.0,5,200,24,16,66,68,69,33,131,37,284,409,8,21,107,11,volatility,sigma_0.20
998,14,3,30,20,2.0,5,200,39,15,34,64,48,30,155,33,251,344,8,15,142,11,volatility,sigma_0.20
999,14,3,30,20,2.0,5,200,30,13,42,56,52,31,140,36,265,265,10,19,162,8,volatility,sigma_0.20
1000,14,3,30,20,2.0,5,200,30,18,32,44,33,22,167,25,197,337,10,18,155,10,volatility,sigma_0.20
1001,14,3,30,20,2.0,5,200,27,13,75,79,89,24,144,16,141,528,7,35,75,5,volatility,sigma_0.40
1002,14,3,30,20,2.0,5,200,25,14,54,70,37,28,130,22,135,423,2,32,129,6,volatility,sigma_0.40
1003,14,3,30,20,2.0,5,200,38,23,57,72,64,9,118,22,312,253,13,24,98,7,volatility,sigma_0.40
1004,14,3,30,20,2.0,5,200,45,10,41,41,39,29,103,21,234,198,6,12,145,13,volatility,sigma_0.40
1005,14,3,30,20,2.0,5,200,48,10,74,35,64,21,97,24,205,369,12,12,90,6,volatility,sigma_0.40
1006,14,3,30,20,2.0,5,200,28,13,24,66,85,23,123,42,163,380,7,34,170,7,volatility,sigma_0.40
1007,14,3,30,20,2.0,5,200,22,11,61,29,32,23,149,31,84,252,9,14,191,13,volatility,sigma_0.40
1008,14,3,30,20,2.0,5,200,29,16,5,49,63,24,105,66,362,356,14,2,102,8,volatility,sigma_0.40
1009,14,3,30,20,2.0,5,200,27,12,0,69,54,49,102,22,2,264,13,15,278,8,volatility,sigma_0.40
1010,14,3,30,20,2.0,5,200,31,6,44,12,57,38,231,20,223,367,11,13,6,11,volatility,sigma_0.40
1011,14,3,30,20,2.0,5,200,28,11,52,58,21,6,82,68,270,322,9,18,220,8,volatility,sigma_0.40
1012,14,3,30,20,2.0,5,200,36,12,71,77,67,22,213,30,219,496,5,21,176,12,volatility,sigma_0.40
1013,14,3,30,20,2.0,5,200,24,27,19,95,66,52,54,22,335,74,3,16,161,16,volatility,sigma_0.40
1014,14,3,30,20,2.0,5,200,27,11,44,71,52,27,32,22,329,322,8,28,82,9,volatility,sigma_0.40
1015,14,3,30,20,2.0,5,200,31,12,41,55,19,32,70,37,325,266,5,18,100,12,volatility,sigma_0.40
1016,14,3,30,20,2.0,5,200,28,25,58,56,57,25,152,29,274,471,13,27,205,12,volatility,sigma_0.40
1017,14,3,30,20,2.0,5,200,16,25,68,54,38,37,183,32,104,336,12,25,170,8,volatility,sigma_0.40
1018,14,3,30,20,2.0,5,200,41,15,32,55,13,27,191,39,337,268,11,26,290,10,volatility,sigma_0.40
1019,14,3,30,20,2.0,5,200,17,20,69,52,60,44,211,36,151,290,11,27,170,8,volatility,sigma_0.40
1020,14,3,30,20,2.0,5,200,36,20,46,39,41,41,67,5,336,361,12,11,194,11,volatility,sigma_0.40
1021,14,3,30,20,2.0,5,200,10,23,42,50,38,5,185,38,193,453,4,15,98,8,volatility,sigma_0.40
1022,14,3,30,20,2.0,5,200,30,17,34,38,75,58,158,24,333,126,8,14,80,8,volatility,sigma_0.40
1023,14,3,30,20,2.0,5,200,19,15,40,45,38,27,198,32,279,370,12,31,82,8,volatility,sigma_0.40
1024,14,3,30,20,2.0,5,200,51,13,0,55,47,0,230,25,237,272,4,11,93,14,volatility,sigma_0.40
1025,14,3,30,20,2.0,5,200,28,11,25,88,71,44,179,39,107,270,7,5,213,7,volatility,sigma_0.40
1026,14,3,30,20,2.0,5,200,44,20,48,74,33,52,152,39,155,188,11,21,102,4,volatility,sigma_0.40
1027,14,3,30,20,2.0,5,200,14,22,30,51,71,16,106,24,345,539,13,26,115,17,volatility,sigma_0.40
1028,14,3,30,20,2.0,5,200,33,20,38,53,74,36,237,38,138,229,10,14,83,14,volatility,sigma_0.40
1029,14,3,30,20,2.0,5,200,23,15,44,45,71,16,165,38,205,144,13,25,109,12,volatility,sigma_0.40
1030,14,3,30,20,2.0,5,200,34,7,26,87,50,23,98,27,172,198,3,29,208,4,volatility,sigma_0.40
1031,14,3,30,20,2.0,5,200,31,9,35,51,37,54,123,23,145,425,3,13,236,10,volatility,sigma_0.40
1032,14,3,30,20,2.0,5,200,32,27,43,43,39,16,225,43,304,445,8,12,146,6,volatility,sigma_0.40
1033,14,3,30,20,2.0,5,200,31,21,37,63,43,39,109,4,249,418,11,14,81,11,volatility,sigma_0.40
1034,14,3,30,20,2.0,5,200,31,14,69,37,76,30,39,32,290,256,4,18,98,11,volatility,sigma_0.40
1035,14,3,30,20,2.0,5,200,39,8,28,78,29,17,79,39,235,217,10,32,91,2,volatility,sigma_0.40
1036,14,3,30,20,2.0,5,200,35,14,28,75,60,3,110,67,259,381,14,20,197,12,volatility,sigma_0.40
1037,14,3,30,20,2.0,5,200,36,13,42,45,45,15,102,31,130,239,9,23,206,8,volatility,sigma_0.40
1038,14,3,30,20,2.0,5,200,46,20,48,63,50,44,223,53,213,366,15,15,130,10,volatility,sigma_0.40
1039,14,3,30,20,2.0,5,200,40,20,36,23,49,18,60,17,237,463,10,21,220,3,volatility,sigma_0.40
1040,14,3,30,20,2.0,5,200,36,14,49,48,30,31,248,47,167,139,3,30,92,8,volatility,sigma_0.40
1041,14,3,30,20,2.0,5,200,45,5,63,53,24,27,106,41,155,70,9,9,162,5,volatility,sigma_0.40
1042,14,3,30,20,2.0,5,200,24,16,36,66,57,16,146,0,230,263,6,22,220,8,volatility,sigma_0.40
1043,14,3,30,20,2.0,5,200,18,15,18,44,67,30,37,9,223,403,3,23,229,17,volatility,sigma_0.40
1044,14,3,30,20,2.0,5,200,33,18,5,110,34,18,134,56,395,315,13,20,87,15,volatility,sigma_0.40
1045,14,3,30,20,2.0,5,200,22,24,60,74,77,56,139,23,53,569,8,29,105,16,volatility,sigma_0.40
1046,14,3,30,20,2.0,5,200,21,7,36,47,55,29,187,30,154,229,18,21,30,7,volatility,sigma_0.40
1047,14,3,30,20,2.0,5,200,31,26,56,37,88,29,224,18,8,130,0,36,162,6,volatility,sigma_0.40
1048,14,3,30,20,2.0,5,200,35,16,49,89,39,19,199,46,218,561,8,12,175,7,volatility,sigma_0.40
1049,14,3,30,20,2.0,5,200,35,10,33,105,37,20,220,20,151,369,13,29,105,12,volatility,sigma_0.40
1050,14,3,30,20,2.0,5,200,24,11,59,46,50,31,85,48,257,61,11,13,215,4,volatility,sigma_0.40
1051,14,3,30,20,2.0,5,200,25,17,40,78,17,49,181,54,283,298,4,15,245,15,volatility,sigma_0.40
1052,14,3,30,20,2.0,5,200,22,0,36,53,40,36,202,48,247,83,8,38,172,11,volatility,sigma_0.40
1053,14,3,30,20,2.0,5,200,34,17,1,54,44,45,152,11,246,203,5,13,182,15,volatility,sigma_0.40
1054,14,3,30,20,2.0,5,200,35,18,47,62,57,0,156,20,307,282,10,7,211,12,volatility,sigma_0.40
1055,14,3,30,20,2.0,5,200,36,10,27,65,32,35,20,28,360,352,10,35,9,6,volatility,sigma_0.40
1056,14,3,30,20,2.0,5,200,25,20,54,39,62,25,222,20,199,241,14,15,147,12,volatility,sigma_0.40
1057,14,3,30,20,2.0,5,200,36,20,43,49,38,30,164,32,211,117,12,21,210,10,volatility,sigma_0.40
1058,14,3,30,20,2.0,5,200,9,12,36,77,7,30,180,25,216,224,7,16,107,12,volatility,sigma_0.40
1059,14,3,30,20,2.0,5,200,21,9,68,83,11,20,164,39,84,439,13,23,231,11,volatility,sigma_0.40
1060,14,3,30,20,2.0,5,200,35,24,57,39,56,22,180,41,93,285,11,16,168,13,volatility,sigma_0.40
1061,14,3,30,20,2.0,5,200,29,16,62,71,48,18,190,39,317,305,2,6,194,7,volatility,sigma_0.40
1062,14,3,30,20,2.0,5,200,35,15,37,57,29,29,114,29,182,272,13,18,211,16,volatility,sigma_0.40
1063,14,3,30,20,2.0,5,200,40,18,45,80,46,41,186,29,285,310,9,16,159,13,volatility,sigma_0.40
1064,14,3,30,20,2.0,5,200,40,17,49,90,42,16,228,27,152,84,12,7,104,12,volatility,sigma_0.40
1065,14,3,30,20,2.0,5,200,38,11,37,39,35,33,119,31,86,435,12,26,227,6,volatility,sigma_0.40
1066,14,3,30,20,2.0,5,200,25,3,90,56,63,15,209,61,204,178,9,2,147,13,volatility,sigma_0.40
1067,14,3,30,20,2.0,5,200,29,13,48,74,15,31,296,16,202,533,14,15,162,9,volatility,sigma_0.40
1068,14,3,30,20,2.0,5,200,21,14,35,62,31,14,147,59,216,260,13,18,262,9,volatility,sigma_0.40
1069,14,3,30,20,2.0,5,200,38,10,48,66,43,23,111,38,262,284,11,19,155,9,volatility,sigma_0.40
1070,14,3,30,20,2.0,5,200,30,31,44,75,52,26,227,30,298,259,6,22,83,12,volatility,sigma_0.40
1071,14,3,30,20,2.0,5,200,15,13,17,127,15,30,218,49,281,261,15,27,162,10,volatility,sigma_0.40
1072,14,3,30,20,2.0,5,200,26,9,59,91,29,28,141,34,215,413,7,13,224,8,volatility,sigma_0.40
1073,14,3,30,20,2.0,5,200,14,12,34,97,61,43,199,48,152,276,6,18,191,10,volatility,sigma_0.40
1074,14,3,30,20,2.0,5,200,45,8,48,30,46,38,137,42,129,100,12,33,90,14,volatility,sigma_0.40
1075,14,3,30,20,2.0,5,200,30,6,21,60,37,14,48,23,226,299,7,21,212,11,volatility,sigma_0.40
1076,14,3,30,20,2.0,5,200,28,20,24,54,41,15,124,5,370,187,16,20,183,8,volatility,sigma_0.40
1077,14,3,30,20,2.0,5,200,32,18,50,78,38,24,54,42,300,493,11,13,48,14,volatility,sigma_0.40
1078,14,3,30,20,2.0,5,200,8,12,36,58,45,31,5,35,22,387,7,2,101,7,volatility,sigma_0.40
1079,14,3,30,20,2.0,5,200,44,16,45,88,43,39,191,16,333,129,13,7,186,17,volatility,sigma_0.40
1080,14,3,30,20,2.0,5,200,27,13,49,52,77,32,130,27,131,224,8,16,110,18,volatility,sigma_0.40
1081,14,3,30,20,2.0,5,200,17,15,49,75,43,27,177,38,188,112,8,10,109,10,volatility,sigma_0.40
1082,14,3,30,20,2.0,5,200,34,25,31,78,50,45,184,20,65,337,7,12,73,10,volatility,sigma_0.40
1083,14,3,30,20,2.0,5,200,48,12,49,57,21,38,84,35,181,407,5,23,99,7,volatility,sigma_0.40
1084,14,3,30,20,2.0,5,200,0,27,48,41,24,24,193,8,198,512,5,20,282,12,volatility,sigma_0.40
1085,14,3,30,20,2.0,5,200,31,18,33,91,37,6,126,21,186,268,14,25,165,9,volatility,sigma_0.40
1086,14,3,30,20,2.0,5,200,17,1,41,79,43,23,177,33,351,447,13,26,72,12,volatility,sigma_0.40
1087,14,3,30,20,2.0,5,200,34,18,47,70,93,29,206,28,276,412,11,33,96,8,volatility,sigma_0.40
1088,14,3,30,20,2.0,5,200,32,20,42,90,33,16,168,33,255,296,8,19,151,8,volatility,sigma_0.40
1089,14,3,30,20,2.0,5,200,27,12,53,64,85,31,116,72,244,418,12,24,182,5,volatility,sigma_0.40
1090,14,3,30,20,2.0,5,200,34,7,37,42,51,34,178,39,159,268,13,28,81,3,volatility,sigma_0.40
1091,14,3,30,20,2.0,5,200,21,21,59,37,50,52,174,54,293,190,9,20,156,13,volatility,sigma_0.40
1092,14,3,30,20,2.0,5,200,34,0,18,7,48,32,166,21,266,385,4,8,149,17,volatility,sigma_0.40
1093,14,3,30,20,2.0,5,200,50,18,28,81,36,20,21,36,157,311,0,21,4,14,volatility,sigma_0.40
1094,14,3,30,20,2.0,5,200,36,13,49,36,46,39,1,28,208,276,15,11,112,2,volatility,sigma_0.40
1095,14,3,30,20,2.0,5,200,48,13,32,58,56,34,308,41,170,232,8,7,152,13,volatility,sigma_0.40
1096,14,3,30,20,2.0,5,200,22,10,64,25,7,16,57,40,179,273,14,14,196,16,volatility,sigma_0.40
1097,14,3,30,20,2.0,5,200,24,19,36,82,16,10,126,22,166,273,12,16,100,8,volatility,sigma_0.40
1098,14,3,30,20,2.0,5,200,20,9,14,61,34,41,63,27,362,187,9,10,69,16,volatility,sigma_0.40
1099,14,3,30,20,2.0,5,200,32,15,12,68,65,43,190,19,236,380,2,11,203,13,volatility,sigma_0.40
1100,14,3,30,20,2.0,5,200,11,19,41,78,33,37,200,30,211,222,16,19,94,7,volatility,sigma_0.40
1101,14,3,30,20,2.0,5,200,31,19,18,104,50,35,144,35,197,422,9,26,123,10,volatility,sigma_0.40
1102,14,3,30,20,2.0,5,200,20,22,26,52,39,25,193,30,327,201,10,13,175,9,volatility,sigma_0.40
1103,14,3,30,20,2.0,5,200,28,22,29,74,31,31,78,25,203,517,10,33,163,8,volatility,sigma_0.40
1104,14,3,30,20,2.0,5,200,48,17,29,71,39,6,206,50,364,350,9,26,200,16,volatility,sigma_0.40
1105,14,3,30,20,2.0,5,200,29,14,28,72,17,39,185,43,221,483,13,15,114,6,volatility,sigma_0.40
1106,14,3,30,20,2.0,5,200,36,8,57,91,29,27,150,47,345,97,8,17,65,8,volatility,sigma_0.40
1107,14,3,30,20,2.0,5,200,35,13,15,128,49,31,84,38,196,73,5,26,266,11,volatility,sigma_0.40
1108,14,3,30,20,2.0,5,200,43,14,38,86,74,45,86,34,233,268,11,26,210,16,volatility,sigma_0.40
1109,14,3,30,20,2.0,5,200,26,6,45,105,36,38,191,37,210,189,0,11,126,14,volatility,sigma_0.40
1110,14,3,30,20,2.0,5,200,28,11,25,75,69,42,186,14,180,533,14,7,146,11,volatility,sigma_0.40
1111,14,3,30,20,2.0,5,200,20,1,41,41,30,25,141,34,135,273,2,22,1,8,volatility,sigma_0.40
1112,14,3,30,20,2.0,5,200,41,8,51,87,0,28,1,33,209,3,17,22,99,15,volatility,sigma_0.40
1113,14,3,30,20,2.0,5,200,8,7,3,103,50,37,168,43,216,332,10,15,147,11,volatility,sigma_0.40
1114,14,3,30,20,2.0,5,200,31,6,18,85,39,37,84,14,139,273,7,30,160,17,volatility,sigma_0.40
1115,14,3,30,20,2.0,5,200,34,0,56,23,49,20,278,55,147,284,10,26,151,5,volatility,sigma_0.40
1116,14,3,30,20,2.0,5,200,21,14,59,70,31,37,126,47,422,256,13,14,143,10,volatility,sigma_0.40
1117,14,3,30,20,2.0,5,200,27,29,35,74,10,35,218,27,2,295,10,25,270,8,volatility,sigma_0.40
1118,14,3,30,20,2.0,5,200,19,7,43,71,35,39,177,35,134,242,0,21,151,10,volatility,sigma_0.40
1119,14,3,30,20,2.0,5,200,36,17,38,61,19,22,153,24,282,220,10,20,194,13,volatility,sigma_0.40
1120,14,3,30,20,2.0,5,200,38,2,59,96,36,32,96,7,147,235,8,12,105,9,volatility,sigma_0.40
1121,14,3,30,20,2.0,5,200,20,18,50,117,65,32,112,39,237,238,13,8,135,12,volatility,sigma_0.40
1122,14,3,30,20,2.0,5,200,26,13,37,39,66,17,169,40,130,308,6,31,81,7,volatility,sigma_0.40
1123,14,3,30,20,2.0,5,200,15,6,65,73,47,22,204,23,276,195,7,26,201,12,volatility,sigma_0.40
1124,14,3,30,20,2.0,5,200,17,12,42,39,69,1,103,27,2,132,12,20,244,16,volatility,sigma_0.40
1125,14,3,30,20,2.0,5,200,35,16,41,0,19,31,186,39,135,412,15,27,209,7,volatility,sigma_0.40
1126,14,3,30,20,2.0,5,200,42,15,48,68,42,19,145,48,172,407,12,17,233,8,volatility,sigma_0.40
1127,14,3,30,20,2.0,5,200,48,17,39,38,43,27,74,31,142,370,15,10,252,9,volatility,sigma_0.40
1128,14,3,30,20,2.0,5,200,18,19,32,58,37,20,193,30,89,366,5,10,221,5,volatility,sigma_0.40
1129,14,3,30,20,2.0,5,200,2,18,35,54,39,32,104,55,85,353,12,13,88,14,volatility,sigma_0.40
1130,14,3,30,20,2.0,5,200,18,11,54,60,12,50,118,29,231,375,17,6,199,12,volatility,sigma_0.40
1131,14,3,30,20,2.0,5,200,28,19,54,26,76,11,81,31,371,263,9,31,131,5,volatility,sigma_0.40
1132,14,3,30,20,2.0,5,200,24,23,41,106,58,22,153,23,153,837,14,26,112,16,volatility,sigma_0.40
1133,14,3,30,20,2.0,5,200,43,26,69,24,25,17,93,39,162,548,17,19,267,15,volatility,sigma_0.40
1134,14,3,30,20,2.0,5,200,24,2,36,44,48,31,153,42,108,349,8,21,207,5,volatility,sigma_0.40
1135,14,3,30,20,2.0,5,200,26,14,31,81,32,23,107,50,168,355,17,19,216,16,volatility,sigma_0.40
1136,14,3,30,20,2.0,5,200,42,14,50,29,30,22,284,23,140,174,12,21,215,12,volatility,sigma_0.40
1137,14,3,30,20,2.0,5,200,13,10,61,55,66,28,91,30,128,232,10,24,54,9,volatility,sigma_0.40
1138,14,3,30,20,2.0,5,200,22,11,42,46,69,44,220,28,129,309,9,15,79,9,volatility,sigma_0.40
1139,14,3,30,20,2.0,5,200,25,19,50,86,22,34,106,17,173,428,8,32,182,8,volatility,sigma_0.40
1140,14,3,30,20,2.0,5,200,43,17,25,104,49,30,98,51,253,375,7,26,204,7,volatility,sigma_0.40
1141,14,3,30,20,2.0,5,200,12,18,14,63,36,44,126,50,166,419,18,11,167,20,volatility,sigma_0.40
1142,14,3,30,20,2.0,5,200,30,15,52,60,14,43,29,29,311,257,7,27,98,5,volatility,sigma_0.40
1143,14,3,30,20,2.0,5,200,33,13,20,75,53,25,132,41,309,266,12,24,202,10,volatility,sigma_0.40
1144,14,3,30,20,2.0,5,200,19,12,45,103,36,39,130,36,337,391,5,15,225,10,volatility,sigma_0.40
1145,14,3,30,20,2.0,5,200,16,10,51,83,45,59,199,31,141,183,11,16,250,15,volatility,sigma_0.40
1146,14,3,30,20,2.0,5,200,37,7,29,90,34,43,178,35,150,288,10,28,96,8,volatility,sigma_0.40
1147,14,3,30,20,2.0,5,200,30,18,25,28,57,11,227,32,80,242,11,15,151,12,volatility,sigma_0.40
1148,14,3,30,20,2.0,5,200,27,9,35,93,75,5,215,38,287,233,2,24,93,4,volatility,sigma_0.40
1149,14,3,30,20,2.0,5,200,14,18,42,78,57,24,145,27,192,183,11,28,101,15,volatility,sigma_0.40
1150,14,3,30,20,2.0,5,200,31,16,12,16,47,39,109,58,271,190,10,39,75,12,volatility,sigma_0.40
1151,14,3,30,20,2.0,5,200,26,19,60,50,65,56,153,45,160,302,9,26,222,9,volatility,sigma_0.40
1152,14,3,30,20,2.0,5,200,48,24,53,47,33,20,206,18,266,170,13,20,230,14,volatility,sigma_0.40
1153,14,3,30,20,2.0,5,200,47,23,42,32,26,4,84,35,162,278,11,17,82,9,volatility,sigma_0.40
1154,14,3,30,20,2.0,5,200,19,13,61,53,76,47,115,19,205,438,8,27,222,6,volatility,sigma_0.40
1155,14,3,30,20,2.0,5,200,21,19,42,43,38,29,56,45,169,3,9,14,251,7,volatility,sigma_0.40
1156,14,3,30,20,2.0,5,200,16,18,29,41,54,17,62,59,258,268,9,24,208,6,volatility,sigma_0.40
1157,14,3,30,20,2.0,5,200,34,11,36,63,44,38,179,13,95,255,17,13,137,7,volatility,sigma_0.40
1158,14,3,30,20,2.0,5,200,23,16,62,70,30,63,154,26,328,243,16,13,235,10,volatility,sigma_0.40
1159,14,3,30,20,2.0,5,200,45,26,21,90,19,17,101,42,212,279,10,24,190,14,volatility,sigma_0.40
1160,14,3,30,20,2.0,5,200,51,14,31,74,24,21,209,33,108,121,10,29,217,10,volatility,sigma_0.40
1161,14,3,30,20,2.0,5,200,54,14,37,0,36,40,243,23,248,425,10,1,164,13,volatility,sigma_0.40
1162,14,3,30,20,2.0,5,200,18,13,21,0,63,29,245,47,180,290,12,27,169,14,volatility,sigma_0.40
1163,14,3,30,20,2.0,5,200,26,9,38,64,23,13,176,29,196,256,16,30,75,7,volatility,sigma_0.40
1164,14,3,30,20,2.0,5,200,40,18,39,32,32,23,166,58,152,176,9,28,63,15,volatility,sigma_0.40
1165,14,3,30,20,2.0,5,200,27,10,14,76,41,32,95,30,169,287,7,7,313,4,volatility,sigma_0.40
1166,14,3,30,20,2.0,5,200,32,4,8,62,48,45,173,32,130,479,13,10,152,10,volatility,sigma_0.40
1167,14,3,30,20,2.0,5,200,25,19,53,55,39,47,205,36,73,341,12,0,165,8,volatility,sigma_0.40
1168,14,3,30,20,2.0,5,200,27,9,37,93,36,41,101,45,210,342,10,25,1,4,volatility,sigma_0.40
1169,14,3,30,20,2.0,5,200,35,2,31,58,30,21,166,49,129,230,7,0,158,13,volatility,sigma_0.40
1170,14,3,30,20,2.0,5,200,42,9,19,60,59,31,167,50,147,273,16,18,73,7,volatility,sigma_0.40
1171,14,3,30,20,2.0,5,200,18,17,25,66,31,4,168,37,253,219,6,23,241,10,volatility,sigma_0.40
1172,14,3,30,20,2.0,5,200,35,13,15,83,61,38,139,43,285,494,13,20,71,10,volatility,sigma_0.40
1173,14,3,30,20,2.0,5,200,33,19,61,57,82,8,175,23,49,275,4,18,152,14,volatility,sigma_0.40
1174,14,3,30,20,2.0,5,200,11,20,41,84,37,14,76,16,250,477,7,25,58,10,volatility,sigma_0.40
1175,14,3,30,20,2.0,5,200,38,6,36,77,0,46,171,45,175,93,12,19,151,14,volatility,sigma_0.40
1176,14,3,30,20,2.0,5,200,39,26,42,43,41,34,210,14,210,493,9,27,179,13,volatility,sigma_0.40
1177,14,3,30,20,2.0,5,200,20,10,40,23,40,33,257,40,262,439,6,18,295,9,volatility,sigma_0.40
1178,14,3,30,20,2.0,5,200,43,20,16,67,47,33,104,19,170,288,14,34,233,13,volatility,sigma_0.40
1179,14,3,30,20,2.0,5,200,17,12,43,44,55,38,182,49,134,411,7,12,181,14,volatility,sigma_0.40
