Icon,Name,Latitude,Longitude,Ell.Height (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Start Time,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20251013072336 2025-10-13 7:30:12.304368300 AM,32.08589712,54.23920594,1221.492,USER,Fixed,Corrected,None,106, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:14.291631000 AM,32.08573314,54.2391212,1221.601,USER,Fixed,Corrected,None,107, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:16.310168300 AM,32.08556815,54.2390382,1221.581,USER,Fixed,Corrected,None,108, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:18.303304200 AM,32.08540303,54.23895613,1221.412,USER,Partial,Corrected,None,109, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:20.292303800 AM,32.08523826,54.23887141,1221.235,USER,Fixed,Corrected,None,110, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:22.316940100 AM,32.08507273,54.23878683,1221.267,USER,Fixed,Corrected,None,111, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:24.308342900 AM,32.08490712,54.23870479,1221.137,USER,Fixed,Corrected,None,112, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:26.297789800 AM,32.08474178,54.2386184,1221.299,USER,Partial,Corrected,None,113, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:28.332809700 AM,32.08457787,54.23853414,1221.551,USER,Fixed,Corrected,None,114, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:30.935669400 AM,32.08448053,54.23843457,1221.656,USER,Partial,Corrected,None,115, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:34.295033700 AM,32.08454251,54.23825533,1221.751,USER,Fixed,Corrected,None,116, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:37.251800800 AM,32.08467076,54.23809332,1222.355,USER,Partial,Corrected,None,117, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:40.346042900 AM,32.084853,54.23815697,1221.973,USER,Fixed,Corrected,None,118, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:42.403772100 AM,32.08502017,54.23824108,1221.602,USER,Fixed,Corrected,None,119, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:44.407334100 AM,32.08518871,54.23832667,1221.537,USER,Fixed,Corrected,None,120, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:46.394434500 AM,32.08535342,54.23840991,1221.595,USER,Fixed,Corrected,None,121, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:48.414959900 AM,32.08552098,54.23849415,1221.901,USER,Fixed,Corrected,None,122, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:50.404051800 AM,32.08568575,54.23857717,1222.051,USER,Fixed,Corrected,None,123, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:52.403264300 AM,32.08585037,54.23866129,1222.031,USER,Fixed,Corrected,None,124, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:54.411137600 AM,32.08601575,54.23874498,1221.905,USER,Partial,Corrected,None,125, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:56.401907900 AM,32.08618144,54.23882793,1222.243,USER,Partial,Corrected,None,126, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.229, , , , 
 ,20251013072336 2025-10-13 7:30:58.392549300 AM,32.08634504,54.23891255,1222.728,USER,Fixed,Corrected,None,127, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:30, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:00.416739900 AM,32.08651311,54.23899754,1223.087,USER,Fixed,Corrected,None,128, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:02.411349300 AM,32.08667747,54.23908053,1223.429,USER,Partial,Corrected,None,129, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:04.418912400 AM,32.08684198,54.23916539,1223.629,USER,Partial,Corrected,None,130, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:06.413645500 AM,32.08700528,54.23924796,1223.045,USER,Fixed,Corrected,None,131, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:08.402292700 AM,32.08717026,54.23933182,1222.685,USER,Fixed,Corrected,None,132, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:10.397119500 AM,32.08733434,54.23941477,1222.461,USER,Fixed,Corrected,None,133, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:12.423554900 AM,32.08750206,54.23950004,1222.416,USER,Fixed,Corrected,None,134, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:14.412266700 AM,32.08766629,54.23958337,1222.443,USER,Fixed,Corrected,None,135, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:16.403018500 AM,32.08783007,54.23966642,1222.46,USER,Fixed,Corrected,None,136, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:18.394005300 AM,32.08799516,54.23975098,1222.643,USER,Fixed,Corrected,None,137, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:20.424459900 AM,32.08816274,54.23983596,1222.89,USER,Partial,Corrected,None,138, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:22.413063500 AM,32.08832661,54.23991738,1222.837,USER,Fixed,Corrected,None,139, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:24.414401100 AM,32.08849228,54.24000234,1222.825,USER,Fixed,Corrected,None,140, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:26.402983700 AM,32.08865491,54.24008666,1222.889,USER,Fixed,Corrected,None,141, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:28.389529200 AM,32.08881918,54.24016871,1222.858,USER,Fixed,Corrected,None,142, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:30.411830200 AM,32.08898657,54.24025423,1222.811,USER,Fixed,Corrected,None,143, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:32.406735400 AM,32.08915031,54.24033828,1222.959,USER,Fixed,Corrected,None,144, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:34.400104000 AM,32.08931481,54.24042082,1223.012,USER,Fixed,Corrected,None,145, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:36.418467000 AM,32.08948235,54.24050662,1223.038,USER,Fixed,Corrected,None,146, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:38.409345600 AM,32.08964582,54.24059074,1223.179,USER,Fixed,Corrected,None,147, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:40.398282300 AM,32.0898103,54.24067321,1223.208,USER,Fixed,Corrected,None,148, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:42.402223600 AM,32.08997624,54.24075806,1223.333,USER,Fixed,Corrected,None,149, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:44.388842300 AM,32.09013936,54.24084141,1223.397,USER,Fixed,Corrected,None,150, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:46.424050100 AM,32.0903084,54.24092627,1223.515,USER,Fixed,Corrected,None,151, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:48.412864700 AM,32.09047334,54.24101102,1223.676,USER,Fixed,Corrected,None,152, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:50.401752200 AM,32.09063578,54.24109388,1223.671,USER,Fixed,Corrected,None,153, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:52.394513800 AM,32.09080101,54.24117537,1223.46,USER,Fixed,Corrected,None,154, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:54.418846600 AM,32.09097031,54.24126279,1223.575,USER,Fixed,Corrected,None,155, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:56.407573500 AM,32.09113235,54.24134606,1223.786,USER,Fixed,Corrected,None,156, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:31:58.419548500 AM,32.09129986,54.24142843,1223.767,USER,Fixed,Corrected,None,157, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:31, , , , ,1.384,0.636,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:00.414551300 AM,32.09146537,54.24151507,1223.773,USER,Fixed,Corrected,None,158, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:02.403337000 AM,32.09162697,54.24159834,1223.854,USER,Fixed,Corrected,None,159, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:04.392032900 AM,32.0917926,54.24167925,1223.669,USER,Fixed,Corrected,None,160, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:06.439548500 AM,32.09195811,54.24177093,1223.791,USER,Fixed,Corrected,None,161, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:09.131395600 AM,32.09205531,54.2417979,1223.494,USER,Fixed,Corrected,None,162, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:12.417615700 AM,32.09215441,54.24159533,1221.639,USER,Partial,Corrected,None,163, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:15.309530700 AM,32.09222907,54.24141953,1221.334,USER,Fixed,Corrected,None,164, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:16.036642600 AM,32.09221409,54.24139345,1221.448,USER,Fixed,Corrected,None,165, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:18.732893700 AM,32.09205189,54.24130387,1221.484,USER,Fixed,Corrected,None,166, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:20.728180900 AM,32.09188627,54.24121306,1221.318,USER,Fixed,Corrected,None,167, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:22.731952900 AM,32.09172218,54.24112747,1221.207,USER,Fixed,Corrected,None,168, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:24.723183400 AM,32.09155791,54.24104415,1221.244,USER,Fixed,Corrected,None,169, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:26.714387700 AM,32.09139391,54.24096059,1221.252,USER,Fixed,Corrected,None,170, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:28.715969800 AM,32.09122761,54.24087612,1221.339,USER,Partial,Corrected,None,171, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:30.740729600 AM,32.0910606,54.2407908,1221.44,USER,Fixed,Corrected,None,172, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:32.727817800 AM,32.09089669,54.24070729,1221.403,USER,Partial,Corrected,None,173, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:34.725469800 AM,32.09073175,54.24062385,1221.326,USER,Partial,Corrected,None,174, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:36.712875100 AM,32.09056784,54.24054172,1221.33,USER,Partial,Corrected,None,175, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:38.741517500 AM,32.09040006,54.24045735,1221.412,USER,Fixed,Corrected,None,176, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:40.732618800 AM,32.09023586,54.24037385,1221.71,USER,Fixed,Corrected,None,177, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:42.719651200 AM,32.09007176,54.24029079,1221.837,USER,Fixed,Corrected,None,178, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:44.712884400 AM,32.08990697,54.24020699,1221.765,USER,Partial,Corrected,None,179, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:46.743304300 AM,32.08973896,54.2401213,1221.752,USER,Fixed,Corrected,None,180, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:48.732458600 AM,32.08957585,54.24003885,1221.622,USER,Fixed,Corrected,None,181, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:50.740390800 AM,32.08940989,54.23995472,1221.614,USER,Partial,Corrected,None,182, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:52.731692300 AM,32.08924504,54.23987014,1221.677,USER,Partial,Corrected,None,183, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:54.729589500 AM,32.08908024,54.23978648,1221.712,USER,Fixed,Corrected,None,184, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:56.717015000 AM,32.0889158,54.23970264,1221.66,USER,Fixed,Corrected,None,185, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:32:58.719109300 AM,32.08875003,54.23961961,1221.658,USER,Partial,Corrected,None,186, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:32, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:00.743856400 AM,32.08858239,54.23953457,1221.51,USER,Partial,Corrected,None,187, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:02.735528000 AM,32.08841836,54.23945079,1221.407,USER,Partial,Corrected,None,188, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:04.723090200 AM,32.08825432,54.23936705,1221.498,USER,Partial,Corrected,None,189, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:06.714773200 AM,32.0880903,54.23928285,1221.703,USER,Partial,Corrected,None,190, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:08.733528600 AM,32.08792446,54.23919818,1221.726,USER,Fixed,Corrected,None,191, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:10.725053100 AM,32.08776024,54.23911551,1221.975,USER,Fixed,Corrected,None,192, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:12.718605300 AM,32.08759501,54.23903169,1222.096,USER,Partial,Corrected,None,193, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:14.743391000 AM,32.08742817,54.23894647,1222.2,USER,Partial,Corrected,None,194, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:16.734983400 AM,32.08726466,54.23886297,1222.32,USER,Partial,Corrected,None,195, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:18.726618100 AM,32.08710028,54.23877967,1222.407,USER,Partial,Corrected,None,196, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:20.720514800 AM,32.08693548,54.23869654,1222.148,USER,Partial,Corrected,None,197, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
 ,20251013072336 2025-10-13 7:33:22.749438800 AM,32.0867688,54.2386117,1221.919,USER,Partial,Corrected,None,198, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 7:33, , , , ,1.384,0.635,1.23, , , , 
